age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,length_of_stay
24,0,1,0,2,1,3,-1.0,8,1,1,6
30,0,1,1,1,1,6,-1.0,7,0,0,6
43,0,0,1,0,1,4,-1.0,1,1,1,1
24,0,0,0,1,1,4,-1.0,7,0,0,4
30,1,1,1,1,0,7,-18.0,7,0,0,17
25,0,0,1,2,1,5,-1.0,9,1,1,1
56,0,1,2,2,0,1,-1.0,8,0,0,169
21,0,0,0,2,1,1,-8.0,8,0,0,8
31,0,0,1,2,1,6,-1.0,10,1,1,31
23,0,0,0,2,0,1,-1.0,9,0,0,1
30,0,0,1,2,1,15,-1.0,10,1,1,1
64,0,1,2,0,1,0,-1.0,3,0,0,108
21,0,1,0,1,0,0,-1.0,6,1,1,0
36,0,0,1,0,1,5,17.0,3,0,0,11
50,0,0,2,0,0,1,-1.0,1,0,0,1
23,1,0,0,0,1,0,0.0,3,1,1,0
25,0,1,1,1,0,5,-3.0,7,0,0,0
54,1,1,2,0,1,14,-1.0,4,1,1,28
25,1,1,1,2,1,5,-1.0,9,1,1,14
63,1,1,2,0,1,0,0.0,1,1,1,3
35,1,0,1,1,1,2,-1.0,7,0,0,1
25,1,0,1,2,1,8,-1.0,10,1,1,1
33,1,1,1,0,1,0,-1.0,1,0,0,0
29,0,0,1,0,1,7,-1.0,3,0,0,1
37,1,0,1,2,1,12,-1.0,9,1,1,0
20,1,1,0,2,0,3,-1.0,10,1,1,0
32,0,0,1,0,1,1,-1.0,2,1,1,1
72,1,1,2,0,1,1,-23.0,1,0,0,1
38,0,1,1,0,1,0,-1.0,1,0,0,2
40,0,1,1,0,1,0,-1.0,2,0,0,0
23,0,1,0,0,1,0,-1.0,3,0,0,0
21,0,1,0,2,1,5,-10.0,8,1,1,1
27,0,1,1,1,1,4,0.0,7,1,1,0
55,0,1,2,1,1,13,-1.0,6,1,1,0
41,1,1,1,0,0,0,-1.0,1,0,0,0
56,1,1,2,0,1,1,-1.0,1,0,0,2
55,1,1,2,1,1,11,-1.0,7,0,0,57
28,0,0,1,0,1,3,-1.0,2,0,0,0
53,1,1,2,0,1,0,-1.0,1,0,0,0
27,0,0,1,1,1,6,-1.0,5,1,1,10
22,0,1,0,1,1,0,-1.0,5,1,1,0
22,0,0,0,0,0,0,-1.0,4,1,1,0
33,1,0,1,1,1,7,-1.0,6,1,1,1
34,0,0,1,1,1,15,-6.0,7,0,0,6
32,0,0,1,2,1,12,-1.0,8,1,0,1
47,0,0,2,2,1,14,-1.0,9,1,1,0
25,0,0,1,2,1,14,-1.0,10,1,1,83
56,0,1,2,0,1,0,0.0,1,0,0,-1
28,0,0,1,1,1,4,0.0,6,1,1,21
20,0,0,0,2,1,2,-1.0,9,1,1,0
29,0,0,1,2,0,11,-1.0,8,0,0,0
72,0,1,2,0,1,3,-5.0,1,0,0,4
24,1,0,0,1,0,2,-1.0,7,1,1,14
45,0,0,2,2,1,3,6.0,9,0,0,36
30,1,0,1,2,1,7,0.0,10,1,1,2
45,1,0,2,0,1,0,-1.0,1,0,0,0
47,1,1,2,0,1,0,-1.0,1,0,0,0
24,0,0,0,0,1,0,-1.0,3,1,1,9
20,1,0,0,0,1,0,-1.0,3,1,1,2
51,0,1,2,0,1,6,0.0,1,1,1,0
49,1,1,2,0,0,2,-1.0,2,1,1,11
41,0,1,1,0,1,5,-1.0,1,0,0,1
49,0,1,2,0,1,1,-16.0,3,0,0,12
28,1,0,1,0,0,0,-1.0,3,0,0,1
33,1,1,1,0,1,2,-1.0,2,0,0,1
46,0,0,2,1,1,0,0.0,7,0,0,0
21,1,0,0,0,1,0,-1.0,4,1,0,1
26,0,0,1,2,1,14,0.0,9,1,1,-1
58,0,0,2,1,1,24,0.0,6,1,1,3
20,0,0,0,2,0,2,-1.0,10,1,1,23
28,1,0,1,0,1,0,0.0,4,1,1,0
21,0,1,0,2,1,0,0.0,8,1,1,4
34,1,0,1,0,1,3,-4.0,1,0,0,0
32,0,0,1,2,1,15,-1.0,8,1,1,7
38,0,0,1,0,1,10,0.0,4,1,1,10
22,0,0,0,0,1,0,-1.0,3,0,0,1
42,0,1,1,1,1,2,-1.0,5,1,1,0
57,1,1,2,0,0,0,-1.0,4,0,0,1
56,0,1,2,0,0,1,-20.0,1,0,0,1
30,0,0,1,2,1,11,-1.0,8,0,0,0
29,1,0,1,0,1,2,-1.0,1,0,0,0
46,0,0,2,1,1,15,-1.0,7,1,1,6
24,0,0,0,0,0,0,-1.0,3,0,0,0
70,0,0,2,0,0,1,-1.0,1,0,0,1
45,1,1,2,0,0,1,-11.0,1,0,0,0
39,0,0,1,1,0,6,0.0,5,0,0,0
25,0,1,1,0,1,6,-16.0,4,0,0,1
46,0,1,2,0,1,0,-1.0,1,0,0,0
28,1,1,1,0,1,0,0.0,2,1,1,2
27,0,0,1,0,1,1,-1.0,2,0,0,1
43,0,1,1,1,1,11,16.0,7,1,1,76
30,0,0,1,2,1,9,0.0,10,1,1,50
29,0,1,1,0,1,1,-22.0,3,0,0,0
54,0,0,2,0,1,8,0.0,1,1,1,-1
20,0,1,0,0,0,0,0.0,4,0,0,0
29,0,0,1,0,1,0,-1.0,1,0,0,0
24,0,0,0,2,1,8,-1.0,9,1,1,0
45,1,0,2,1,1,2,-1.0,6,0,0,28
31,0,0,1,1,1,5,-1.0,5,1,1,11
23,0,1,0,0,1,0,-1.0,3,1,1,7
21,0,0,0,2,1,0,-1.0,8,1,1,8
61,1,1,2,0,1,0,-1.0,1,0,0,0
51,1,1,2,1,0,5,-1.0,7,1,1,20
43,0,1,1,1,1,9,-2.0,6,0,0,0
36,0,0,1,1,1,0,-1.0,5,0,0,0
58,0,1,2,0,1,3,0.0,4,1,1,15
57,0,0,2,2,1,12,-1.0,9,0,0,50
37,0,0,1,1,1,2,0.0,7,0,0,0
44,0,0,1,1,1,6,-1.0,6,0,0,1
45,0,0,2,1,1,8,-1.0,7,1,1,0
26,0,0,1,2,1,13,0.0,8,1,1,-1
34,0,1,1,1,1,9,-1.0,6,1,1,1
25,0,0,1,0,1,0,-1.0,3,0,0,1
31,1,0,1,1,1,8,-1.0,7,1,1,0
43,0,0,1,0,1,1,-1.0,1,0,0,1
30,1,0,1,0,1,0,0.0,1,0,0,0
50,1,1,2,0,1,0,-2.0,1,0,0,0
31,0,0,1,0,0,2,-1.0,2,0,0,1
33,1,1,1,1,0,7,-6.0,6,0,0,0
32,0,0,1,1,1,1,-1.0,5,1,1,19
46,1,1,2,0,0,0,0.0,1,1,1,2
37,0,0,1,1,1,8,-1.0,5,1,1,1
32,0,1,1,1,0,6,-1.0,6,1,1,8
23,0,0,0,1,0,2,-1.0,7,1,1,1
21,0,1,0,1,1,0,0.0,5,0,0,-1
49,1,1,2,0,1,2,-1.0,2,0,0,1
55,0,1,2,1,1,3,-1.0,7,1,1,36
22,0,0,0,0,1,0,-1.0,2,0,0,1
31,0,0,1,1,0,7,-1.0,5,1,1,1
22,1,1,0,0,1,0,-1.0,2,1,1,1
28,1,0,1,1,1,5,-1.0,6,0,0,1
21,0,0,0,1,1,1,-1.0,5,1,1,11
30,0,0,1,1,1,21,-1.0,7,1,1,1
22,0,0,0,2,1,13,-1.0,10,1,1,0
35,0,0,1,2,1,23,-1.0,9,1,1,1
28,0,0,1,2,1,11,-1.0,10,0,0,26
24,0,0,0,0,1,1,-1.0,3,0,0,1
32,0,0,1,1,1,24,-1.0,7,1,1,2
24,0,0,0,1,0,1,-1.0,5,0,0,0
57,0,0,2,0,1,19,-1.0,3,0,0,1
28,0,1,1,0,1,0,0.0,2,0,0,-1
51,1,1,2,0,1,0,0.0,1,0,0,91
26,1,0,1,0,1,0,-1.0,2,1,1,0
20,0,0,0,1,1,0,-1.0,6,1,1,1
25,1,0,1,1,1,6,-1.0,7,0,0,32
19,1,1,0,1,1,0,-1.0,6,1,1,2
49,0,1,2,0,1,1,-1.0,1,1,1,20
57,1,0,2,2,1,27,-9.0,10,0,0,9
27,1,0,1,0,0,0,0.0,2,0,0,0
66,1,1,2,0,1,1,-1.0,1,0,0,19
21,0,1,0,0,1,0,0.0,3,0,0,0
45,0,1,2,0,1,1,0.0,2,0,0,-1
37,0,0,1,2,1,24,-1.0,8,0,0,19
44,0,1,1,2,1,13,0.0,9,1,1,16
64,0,0,2,0,1,0,-1.0,4,0,0,4
30,0,0,1,1,1,1,-1.0,6,1,1,0
61,1,0,2,0,1,1,-1.0,1,0,0,2
49,0,1,2,0,0,8,-10.0,2,0,0,8
23,0,0,0,1,1,0,0.0,7,0,0,0
21,0,1,0,2,1,0,-2.0,9,1,1,0
30,0,1,1,2,0,2,-1.0,10,1,1,43
27,1,0,1,2,1,2,-1.0,9,1,0,1
38,1,1,1,1,1,1,0.0,6,0,0,14
48,0,0,2,2,1,14,23.0,9,1,1,142
26,1,1,1,0,1,0,-1.0,2,0,0,0
24,0,0,0,2,1,4,-27.0,8,1,1,26
28,0,0,1,1,0,2,0.0,5,1,1,0
44,0,1,1,1,0,4,0.0,6,1,1,5
23,0,1,0,1,1,2,0.0,7,1,0,13
34,0,1,1,1,0,1,-1.0,6,1,1,12
20,0,1,0,1,1,1,-1.0,5,1,1,1
36,1,0,1,0,0,0,0.0,1,0,0,0
58,0,1,2,0,1,1,-1.0,1,0,0,79
35,0,1,1,0,0,4,-30.0,3,0,0,13
23,0,0,0,1,1,3,-1.0,7,0,0,1
40,0,1,1,0,1,1,-21.0,1,0,0,21
23,1,0,0,1,1,3,-1.0,6,1,1,13
27,1,1,1,0,1,0,-5.0,3,1,1,4
26,0,0,1,1,0,3,-27.0,5,0,0,27
49,0,0,2,0,1,1,0.0,1,0,0,24
47,0,0,2,0,1,6,0.0,2,0,0,5
34,0,0,1,1,1,7,0.0,6,1,1,0
27,0,0,1,2,1,10,-1.0,9,0,0,7
52,1,1,2,0,0,0,0.0,1,0,0,0
26,1,0,1,0,1,0,-3.0,3,1,1,0
25,0,0,1,1,1,9,0.0,7,0,0,2
51,0,0,2,0,1,1,-1.0,2,0,0,162
29,1,0,1,0,0,1,0.0,2,1,0,-1
46,0,1,2,0,1,0,-1.0,1,0,0,0
28,0,1,1,0,1,6,-2.0,4,0,0,2
57,0,0,2,0,1,0,-1.0,1,0,0,1
34,0,0,1,2,1,27,-1.0,9,1,1,118
27,0,0,1,0,1,3,-1.0,3,0,0,12
25,1,0,1,2,1,7,-1.0,9,1,1,3
31,0,1,1,1,1,1,-1.0,7,1,1,32
37,0,0,1,0,1,8,-1.0,2,0,0,1
51,0,0,2,0,1,0,0.0,2,1,1,1
28,0,0,1,1,1,8,-1.0,6,1,0,40
56,0,1,2,0,1,4,0.0,1,0,0,7
45,0,0,2,2,1,15,-1.0,9,1,1,330
26,0,1,1,1,1,7,-1.0,6,1,1,18
33,0,1,1,2,1,7,-1.0,8,1,1,1
23,1,1,0,0,1,0,-2.0,4,0,0,1
31,1,0,1,0,1,0,0.0,2,0,0,0
32,0,1,1,0,1,0,0.0,1,0,0,0
30,1,1,1,0,1,1,-1.0,3,1,1,0
66,0,1,2,0,1,1,-1.0,1,0,0,0
40,0,0,1,0,0,0,0.0,1,0,0,-1
59,1,0,2,0,1,4,0.0,2,0,0,0
27,1,0,1,1,1,3,-23.0,7,0,0,1
22,0,0,0,0,1,0,-1.0,3,0,0,0
58,0,1,2,0,1,1,-1.0,1,0,0,0
29,0,1,1,0,1,2,-2.0,3,0,0,2
27,0,0,1,2,1,0,-1.0,8,1,1,60
24,0,1,0,1,1,0,-3.0,5,0,0,1
35,0,1,1,0,0,3,0.0,4,0,0,0
29,0,0,1,2,1,7,0.0,8,1,1,2
30,0,0,1,2,1,5,-1.0,9,1,1,2
23,0,0,0,0,1,1,-1.0,2,1,0,2
32,0,1,1,0,1,2,-27.0,4,1,1,0
22,0,1,0,1,1,2,-1.0,5,0,0,3
21,1,0,0,0,1,0,-1.0,3,0,0,1
43,1,1,1,0,0,0,-1.0,2,0,0,-1
29,0,0,1,2,1,0,-1.0,8,0,0,2
43,0,0,1,0,1,1,0.0,3,0,0,1
25,0,0,1,0,1,1,-1.0,2,0,0,2
47,1,1,2,0,1,0,-1.0,1,0,0,1
21,0,0,0,1,0,0,-2.0,5,0,0,0
54,1,1,2,0,1,0,0.0,1,0,0,-1
34,0,0,1,0,1,3,-1.0,1,1,1,33
28,1,0,1,0,0,2,-1.0,2,0,0,1
53,0,1,2,0,0,4,-1.0,1,1,1,0
54,1,0,2,0,1,0,0.0,1,0,0,-1
34,0,0,1,0,1,2,-1.0,4,0,0,0
60,0,1,2,0,0,0,-1.0,1,1,1,1
22,0,0,0,0,1,0,-1.0,4,0,0,1
51,0,0,2,1,1,3,0.0,7,0,0,-1
29,0,0,1,0,1,0,-1.0,2,1,1,12
28,1,0,1,1,1,5,-1.0,6,0,0,27
33,0,1,1,0,1,0,-1.0,1,1,1,0
43,1,1,1,0,1,4,0.0,2,0,0,2
32,0,1,1,1,1,5,-1.0,5,1,1,65
35,0,0,1,0,0,0,-1.0,3,1,1,1
23,0,0,0,0,1,1,-1.0,4,1,1,1
25,0,0,1,1,1,4,0.0,6,1,1,43
69,0,1,2,0,1,6,-1.0,2,1,1,1
47,0,0,2,1,1,23,-1.0,7,1,1,403
29,0,0,1,2,1,13,0.0,10,1,1,1
26,0,0,1,2,1,9,-1.0,8,1,1,2
28,0,1,1,1,1,0,0.0,7,0,0,1
48,1,1,2,0,1,1,0.0,1,1,1,0
44,1,1,1,0,1,0,-1.0,1,0,0,0
42,1,0,1,1,1,7,-1.0,5,0,0,0
39,0,0,1,1,1,5,-1.0,7,0,0,4
55,1,1,2,1,1,0,-1.0,5,0,0,10
27,0,0,1,2,1,5,-1.0,9,1,1,4
31,1,1,1,2,0,0,-1.0,9,0,0,4
25,0,0,1,0,1,0,-1.0,2,0,0,0
32,1,1,1,1,1,6,0.0,7,0,0,0
36,0,0,1,1,1,2,-1.0,5,0,0,0
21,0,0,0,1,1,3,-1.0,7,1,1,4
39,1,1,1,0,1,2,0.0,4,0,0,-1
26,1,0,1,0,0,0,0.0,2,0,0,-1
28,0,0,1,2,1,8,0.0,8,1,1,20
67,1,1,2,0,1,2,-4.0,1,1,1,0
37,1,1,1,0,1,3,-1.0,1,0,0,0
23,1,0,0,2,1,2,-1.0,8,1,1,2
49,1,0,2,1,0,14,-1.0,7,1,1,122
32,1,1,1,1,1,9,0.0,7,1,1,4
41,1,1,1,1,1,9,-1.0,6,0,0,32
25,1,0,1,0,1,1,0.0,3,0,0,0
58,1,1,2,0,1,0,-1.0,1,0,0,0
44,1,0,1,2,1,19,-17.0,9,1,1,17
28,0,0,1,0,1,1,0.0,4,1,0,15
39,0,0,1,1,0,0,-1.0,5,1,1,2
54,0,1,2,0,1,0,-1.0,1,0,0,6
43,1,1,1,0,1,0,-1.0,4,0,0,0
31,1,0,1,2,1,5,0.0,10,0,0,0
30,0,0,1,2,1,11,0.0,10,0,0,117
27,1,1,1,0,1,4,-1.0,4,1,1,1
28,1,0,1,0,1,0,-1.0,2,1,1,1
24,1,0,0,1,1,0,-1.0,7,0,0,0
43,1,1,1,0,1,0,0.0,1,0,0,0
44,1,0,1,0,1,10,-7.0,4,1,1,5
23,0,0,0,0,1,0,-1.0,3,0,0,1
36,1,1,1,0,1,5,-1.0,3,1,1,0
27,0,1,1,2,1,1,-1.0,9,0,0,1
24,0,0,0,2,1,0,0.0,10,1,1,1
66,1,1,2,0,1,0,-1.0,1,0,0,0
36,0,1,1,0,0,3,0.0,4,0,0,25
23,0,1,0,0,1,1,0.0,3,1,1,0
22,1,0,0,1,0,0,0.0,7,1,1,0
56,0,0,2,0,1,4,-1.0,1,0,0,2
58,1,0,2,0,0,3,-18.0,1,0,0,18
24,1,1,0,1,1,3,0.0,5,0,0,0
22,0,0,0,0,1,0,-1.0,3,1,1,71
39,1,1,1,0,1,0,-1.0,1,0,0,0
46,0,1,2,1,1,10,-1.0,7,1,1,73
38,0,1,1,0,1,1,-27.0,1,1,1,0
23,1,1,0,2,1,0,0.0,8,1,1,3
25,0,0,1,2,1,0,0.0,8,0,0,1
31,0,0,1,2,1,19,-1.0,9,1,1,0
25,1,0,1,0,0,1,-1.0,3,1,1,0
26,0,0,1,1,1,6,-1.0,6,0,0,1
25,0,0,1,2,1,2,-1.0,9,0,0,274
37,0,1,1,2,1,11,0.0,8,1,1,1
36,0,0,1,0,1,0,-3.0,1,0,0,0
26,0,0,1,1,1,1,0.0,6,1,1,0
35,0,0,1,0,1,7,-23.0,4,1,1,0
22,0,0,0,0,1,2,-1.0,4,1,1,1
25,0,1,1,0,1,0,0.0,2,0,0,0
24,1,0,0,1,1,2,-1.0,7,1,1,12
21,0,0,0,2,1,0,-1.0,9,1,1,0
32,0,1,1,2,1,15,-1.0,9,1,1,70
33,1,0,1,0,1,2,0.0,2,1,1,-1
33,0,0,1,2,1,10,0.0,9,1,1,2
29,1,1,1,0,1,0,-2.0,3,0,0,0
50,0,1,2,0,1,8,-1.0,3,0,0,172
33,0,0,1,2,1,14,-1.0,8,1,1,2
37,0,0,1,2,1,13,-1.0,8,1,1,0
27,0,0,1,1,1,9,-1.0,7,1,1,24
27,1,0,1,0,1,0,-1.0,1,0,0,1
58,0,0,2,0,1,1,-1.0,1,0,0,60
27,0,0,1,2,1,4,-1.0,8,0,0,33
28,0,1,1,1,1,1,-1.0,7,1,1,30
31,1,1,1,0,0,0,-5.0,3,0,0,0
24,1,0,0,1,1,3,-1.0,7,0,0,6
26,0,0,1,2,1,6,0.0,9,1,1,18
43,1,1,1,0,1,0,-1.0,1,0,0,1
22,0,0,0,1,1,3,0.0,6,1,1,1
23,0,0,0,1,1,0,-1.0,5,0,0,3
42,1,1,1,0,1,0,-1.0,4,0,0,0
30,1,0,1,2,1,18,-1.0,10,0,0,17
29,0,0,1,2,1,1,-1.0,9,0,0,290
38,0,1,1,0,1,2,0.0,4,1,1,47
26,1,1,1,0,1,3,-4.0,4,1,0,2
51,1,0,2,1,1,5,0.0,7,0,0,4
23,0,0,0,0,1,0,0.0,3,1,1,0
34,0,0,1,1,1,7,-1.0,5,1,1,0
35,1,0,1,0,1,1,-1.0,2,0,0,1
22,0,1,0,0,1,0,0.0,3,0,0,3
29,1,0,1,2,1,10,-1.0,10,1,1,108
40,0,0,1,0,1,0,-3.0,2,0,0,1
36,0,0,1,0,1,2,0.0,2,0,0,0
26,0,0,1,2,1,8,0.0,8,1,1,0
25,0,0,1,0,1,1,-23.0,3,1,1,0
69,1,1,2,0,1,0,-3.0,1,0,0,0
27,0,0,1,0,1,1,-1.0,4,0,0,8
20,0,1,0,1,1,0,0.0,5,1,1,1
27,0,0,1,0,1,1,-2.0,1,0,0,2
24,1,0,0,1,0,6,-1.0,6,0,0,310
42,0,1,1,0,1,0,-7.0,1,0,0,2
25,0,1,1,0,1,1,-1.0,3,0,0,1
25,0,0,1,0,1,0,-1.0,4,0,0,7
22,0,0,0,0,1,0,-1.0,3,0,0,0
21,0,1,0,0,1,0,-1.0,4,0,0,0
30,1,0,1,0,1,1,0.0,2,0,0,1
46,1,1,2,1,1,9,0.0,5,0,0,4
26,1,0,1,1,1,2,0.0,7,0,0,0
33,0,0,1,1,1,0,0.0,5,1,1,0
40,1,0,1,0,1,1,-1.0,1,0,0,1
34,0,1,1,0,1,0,-1.0,4,0,0,28
22,0,1,0,0,1,1,-1.0,2,1,1,36
31,1,0,1,0,1,4,-1.0,3,1,1,1
59,1,1,2,0,1,3,0.0,1,1,1,1
50,0,0,2,0,1,0,-1.0,1,0,0,2
57,0,0,2,1,1,8,-1.0,5,1,1,99
31,1,0,1,1,1,5,-1.0,5,1,0,0
44,0,0,1,2,1,9,-28.0,8,0,0,25
48,0,0,2,2,1,5,-1.0,9,1,1,242
25,0,1,1,0,0,0,-1.0,4,0,0,1
51,1,0,2,0,1,5,-1.0,3,0,0,0
50,0,1,2,0,1,0,-1.0,1,1,1,0
57,0,1,2,0,1,2,-11.0,1,0,0,2
55,1,1,2,0,1,0,-1.0,1,0,0,0
59,0,0,2,0,1,4,-2.0,3,1,1,1
42,0,0,1,0,0,0,0.0,1,0,0,0
32,0,0,1,2,1,21,-1.0,9,1,1,64
42,0,0,1,0,1,1,0.0,4,0,0,1
29,0,0,1,2,1,8,-1.0,8,1,1,13
21,0,0,0,1,1,1,-1.0,6,0,0,7
58,1,1,2,0,1,0,0.0,1,0,0,0
22,0,0,0,1,1,1,0.0,7,1,1,0
46,1,1,2,0,1,1,-1.0,1,1,1,0
50,1,1,2,0,1,0,0.0,2,1,1,14
46,0,0,2,2,1,2,-1.0,9,0,0,0
44,0,0,1,2,0,11,-1.0,8,1,1,15
35,1,0,1,1,1,4,-1.0,5,0,0,29
30,0,0,1,2,1,14,-1.0,9,1,1,2
42,0,0,1,1,1,2,-1.0,5,0,0,0
46,0,0,2,0,1,5,-1.0,1,1,1,202
42,0,0,1,2,1,0,0.0,10,1,1,34
29,0,1,1,2,1,7,-1.0,10,1,1,1
32,0,0,1,0,1,8,-1.0,4,0,0,4
33,1,0,1,0,0,1,-1.0,1,0,0,1
25,0,1,1,0,1,4,-1.0,4,0,0,183
33,1,0,1,0,0,0,-1.0,1,0,0,1
35,0,1,1,0,1,1,-1.0,1,1,1,49
56,0,0,2,0,1,1,-22.0,1,0,0,2
38,1,1,1,0,1,0,-1.0,3,1,1,2
40,1,0,1,0,0,4,-1.0,1,0,0,1
28,0,0,1,0,1,4,-1.0,4,0,0,1
51,1,0,2,0,1,0,-1.0,1,0,0,1
35,1,0,1,0,1,2,-1.0,2,0,0,1
61,0,0,2,0,1,5,-13.0,2,0,0,12
25,0,0,1,0,1,0,0.0,3,0,0,1
25,0,0,1,1,1,4,-1.0,7,1,1,0
26,1,0,1,1,1,0,0.0,5,1,0,0
42,1,1,1,0,1,1,-1.0,1,0,0,2
25,0,0,1,0,0,1,-10.0,4,0,0,0
26,1,0,1,2,1,13,-1.0,10,1,1,-1
31,0,0,1,1,1,9,-1.0,7,0,0,0
35,0,1,1,0,1,1,-1.0,2,0,0,1
34,0,1,1,0,1,0,-1.0,1,0,0,116
33,1,1,1,0,0,1,-1.0,2,0,0,0
30,0,0,1,0,1,3,-1.0,2,1,0,0
50,1,0,2,0,0,7,-1.0,4,0,0,1
21,0,0,0,1,1,0,-1.0,5,0,0,50
31,0,0,1,1,1,2,-1.0,7,1,1,3
23,1,0,0,0,0,0,-1.0,4,0,0,0
25,0,0,1,1,1,1,0.0,6,0,0,1
24,0,1,0,1,0,1,-1.0,5,0,0,1
31,1,0,1,2,1,13,-1.0,10,1,1,0
60,0,0,2,0,1,0,-1.0,1,1,0,2
30,0,0,1,0,1,2,-1.0,2,0,0,0
46,1,1,2,0,1,0,0.0,1,0,0,-1
21,1,1,0,0,1,0,-1.0,4,1,1,0
35,0,0,1,2,1,0,-1.0,8,1,0,1
23,0,0,0,2,1,1,-1.0,10,1,1,15
23,0,0,0,1,1,3,-1.0,6,1,1,1
28,1,0,1,0,1,2,0.0,4,1,0,2
46,1,1,2,0,1,2,-1.0,4,1,0,3
56,0,0,2,0,1,1,-1.0,2,0,0,0
24,1,0,0,0,1,1,-1.0,4,1,1,0
33,1,1,1,0,0,0,-1.0,1,0,0,0
48,1,1,2,2,1,2,-1.0,8,1,0,4
33,0,0,1,1,1,11,-1.0,6,1,1,44
30,0,0,1,1,1,7,-1.0,5,1,1,0
43,0,1,1,2,0,7,-21.0,8,0,0,8
32,0,1,1,0,1,0,0.0,3,0,0,1
49,0,1,2,0,1,4,-11.0,1,0,0,5
24,0,1,0,0,1,0,-1.0,4,0,0,18
26,0,0,1,2,1,1,0.0,9,0,0,-1
42,0,1,1,0,1,0,-1.0,2,0,0,1
22,0,0,0,1,1,1,-1.0,6,1,1,6
29,1,1,1,1,1,7,-1.0,7,1,1,27
39,1,1,1,0,1,0,0.0,3,0,0,18
27,0,0,1,1,1,13,0.0,6,1,1,14
38,0,1,1,1,1,2,-1.0,5,1,1,7
20,0,1,0,0,1,0,-1.0,2,1,1,3
25,0,0,1,2,1,4,-1.0,10,1,1,86
53,1,1,2,0,1,0,-1.0,1,0,0,0
27,1,0,1,2,0,0,-1.0,8,1,1,6
50,1,1,2,0,1,1,-1.0,1,1,1,5
41,0,0,1,1,1,4,-1.0,5,0,0,0
22,0,1,0,2,1,5,-2.0,8,1,1,4
22,0,1,0,1,1,0,-1.0,7,1,1,2
25,0,0,1,1,1,2,-1.0,5,0,0,26
42,0,0,1,0,1,1,-1.0,4,1,1,1
24,0,0,0,0,1,0,0.0,3,0,0,-1
37,0,0,1,0,1,4,0.0,4,0,0,92
37,1,1,1,0,1,0,-3.0,1,0,0,0
35,0,0,1,0,1,1,0.0,1,1,1,1
24,0,1,0,2,0,0,-1.0,8,0,0,36
49,1,1,2,0,1,2,-1.0,1,0,0,1
38,0,0,1,1,1,9,-5.0,6,0,0,2
30,1,0,1,0,0,0,0.0,2,0,0,0
22,0,0,0,1,1,3,-1.0,6,1,0,128
25,0,0,1,1,1,0,-1.0,7,1,1,1
52,1,1,2,0,1,0,-1.0,1,0,0,0
26,0,1,1,0,1,0,-1.0,2,0,0,0
45,0,1,2,2,1,9,-1.0,9,1,1,54
20,0,0,0,2,1,0,-1.0,9,1,1,0
29,0,0,1,2,1,4,-1.0,8,1,0,80
43,0,1,1,1,1,1,-1.0,6,1,1,69
26,0,1,1,1,1,2,-1.0,5,0,0,0
46,0,0,2,0,0,4,-1.0,4,0,0,0
46,0,0,2,0,0,0,-1.0,1,0,0,1
29,0,0,1,2,1,12,-1.0,10,1,1,5
41,1,1,1,0,1,0,0.0,1,0,0,-1
25,0,0,1,1,0,5,-1.0,7,0,0,0
23,0,0,0,1,1,2,-1.0,7,0,0,18
30,1,1,1,0,1,0,-1.0,3,0,0,0
34,0,1,1,1,1,1,-1.0,6,0,0,2
70,0,1,2,0,1,11,-13.0,1,1,1,12
52,0,1,2,0,1,2,-1.0,1,0,0,1
51,1,0,2,0,1,4,-26.0,2,1,0,7
55,0,0,2,1,1,21,0.0,6,1,1,85
49,0,1,2,0,0,1,-1.0,1,0,0,1
47,0,1,2,0,0,0,0.0,1,0,0,0
27,1,0,1,0,1,0,0.0,2,0,0,1
25,1,1,1,1,1,5,-3.0,7,1,1,0
21,0,0,0,2,1,1,0.0,10,1,1,59
37,0,0,1,2,1,26,-1.0,10,1,1,1
21,0,0,0,2,1,1,-1.0,9,1,1,49
21,0,0,0,1,1,0,-2.0,6,0,0,1
25,0,0,1,2,1,4,0.0,10,1,1,0
27,0,0,1,1,0,3,-1.0,5,1,1,1
30,0,1,1,0,1,3,-1.0,4,1,1,12
70,1,1,2,0,1,0,-1.0,1,0,0,0
37,0,1,1,2,1,11,-1.0,9,1,1,0
46,0,0,2,1,1,5,0.0,5,1,1,2
43,0,0,1,0,1,18,-1.0,4,1,1,9
38,0,0,1,1,1,15,0.0,6,0,0,55
29,0,0,1,0,1,0,0.0,4,0,0,0
37,1,0,1,0,1,8,0.0,2,1,1,1
27,0,1,1,0,0,0,-4.0,3,0,0,0
31,1,1,1,1,1,6,-1.0,5,0,0,1
29,0,0,1,0,1,3,-1.0,2,1,1,1
30,1,0,1,0,0,0,-1.0,2,0,0,0
25,0,1,1,1,0,2,-25.0,5,1,1,11
40,0,0,1,0,1,3,-1.0,2,0,0,1
33,1,1,1,0,1,1,0.0,3,0,0,1
26,0,1,1,1,1,5,-1.0,5,1,1,1
61,1,1,2,0,1,1,-1.0,1,0,0,0
30,0,1,1,0,1,2,-1.0,4,0,0,0
62,1,1,2,0,1,0,-1.0,1,0,0,2
27,1,1,1,2,0,4,8.0,8,1,1,54
48,0,1,2,1,1,9,-1.0,6,0,0,1
40,0,1,1,0,0,0,-1.0,2,0,0,1
